,id,name,certifi
150,w000151,"Leo,Cheng",Y
151,w000152,"Babs,Hsu",Y
152,w000153,"Reese,Cheng",Y
153,w000154,"Allen,Shen",Y
154,w000155,"Libby,Shen",Y
155,w000156,"Ralph,Wu",Y
156,w000157,"Caesar,Shen",Y
157,w000158,"Nova,Wu",Y
158,w000159,"Ed,Wang",Y
159,w000160,"Nahum,Hsu",Y
160,w000161,"Ivy,Wu",Y
161,w000162,"Ira,Wang",Y
162,w000163,"Wesley,Wu",Y
163,w000164,"Hector,Shen",Y
164,w000165,"Willa,Chou",Y
165,w000166,"Alanna,Chen",Y
166,w000167,"Glen,Wu",Y
167,w000168,"Christian,Wu",Y
168,w000169,"Lou,Wang",Y
169,w000170,"Barnaby,Chen",Y
170,w000171,"Clyde,Wu",Y
171,w000172,"Edna,Cheng",Y
172,w000173,"Allen,Li",Y
173,w000174,"Eleanora,Chu",Y
174,w000175,"Craig,Cheng",Y
175,w000176,"Bert,Hsu",Y
176,w000177,"Ella,Hsu",Y
177,w000178,"Tricia,Lu",Y
178,w000179,"Dirk,Li",Y
179,w000180,"Gene,Chen",Y
180,w000181,"Dominic,Shen",Y
181,w000182,"Colin,Wang",Y
182,w000183,"Doris,Wu",Y
183,w000184,"Dennis,Wang",Y
184,w000185,"Adrian,Wang",Y
185,w000186,"Kristen,Wu",Y
186,w000187,"Maria,Chou",Y
187,w000188,"Eric,Hsu",Y
188,w000189,"Ralph,Wang",Y
189,w000190,"George,Wang",Y
190,w000191,"Carlton,Chou",Y
191,w000192,"Larry,Lu",Y
192,w000193,"Abel,Chou",Y
193,w000194,"Andy,Shen",Y
194,w000195,"Emma,Chang",Y
195,w000196,"Daphne,Chou",Y
196,w000197,"Clark,Hsu",Y
197,w000198,"Craig,Shen",Y
198,w000199,"Linnea,Wang",Y
199,w000200,"Helen,Chao",Y
200,w000201,"Kathy,Li",Y
201,w000202,"Abner,Lu",Y
202,w000203,"Eli,Wu",Y
203,w000204,"Elaine,Chu",Y
204,w000205,"Colin,Yang",Y
205,w000206,"Daniel,Hsu",Y
206,w000207,"Willa,Wang",Y
207,w000208,"Penny,Chen",Y
208,w000209,"Louis,Hsu",Y
209,w000210,"Aileen,Wang",Y
210,w000211,"Daphne,Li",Y
211,w000212,"Deb,Hsu",Y
212,w000213,"Chris,Wang",Y
213,w000214,"Joshua,Li",Y
214,w000215,"Dennis,Chao",Y
215,w000216,"Darren,Hsu",Y
216,w000217,"Sal,Chang",Y
217,w000218,"Max,Wu",Y
218,w000219,"Craig,Chou",Y
219,w000220,"Adolf,Wu",Y
220,w000221,"Craig,Chou",Y
221,w000222,"Ira,Wang",Y
222,w000223,"Abraham,Chen",Y
223,w000224,"Abe,Chang",Y
224,w000225,"Eleanora,Wu",Y
225,w000226,"Ross,Chang",Y
226,w000227,"Bryan,Wang",Y
227,w000228,"Nelson,Chu",Y
228,w000229,"Alanna,Li",Y
229,w000230,"Barnaby,Hsu",Y
230,w000231,"Craig,Wang",Y
231,w000232,"Robert,Hsu",Y
232,w000233,"Ross,Hsu",Y
233,w000234,"Eliot,Hsu",Y
234,w000235,"Laban,Chou",Y
235,w000236,"Alexis,Wang",Y
236,w000237,"Dottie,Chou",Y
237,w000238,"Larry,Li",Y
238,w000239,"Sal,Wu",Y
239,w000240,"Jed,Chu",Y
240,w000241,"Morgan,Shen",Y
241,w000242,"Edna,Wang",Y
242,w000243,"Max,Wang",Y
243,w000244,"Eva,Wang",Y
244,w000245,"Laban,Chou",Y
245,w000246,"Dan,Wu",Y
246,w000247,"Anna,Chao",Y
247,w000248,"Kit,Li",Y
248,w000249,"Chloe,Wu",Y
249,w000250,"Bob,Chou",Y
250,w000251,"Bid,Yang",Y
251,w000252,"Allen,Hsu",Y
252,w000253,"Sophia,Cheng",Y
253,w000254,"Penny,Chou",Y
254,w000255,"Sue,Wang",Y
255,w000256,"Abraham,Chou",Y
256,w000257,"Gene,Chu",Y
257,w000258,"Craig,Chen",Y
258,w000259,"Christine,Wu",Y
259,w000260,"Nova,Shen",Y
260,w000261,"Dexter,Lu",Y
261,w000262,"Russell,Chou",Y
262,w000263,"Nova,Chou",Y
263,w000264,"Allen,Chen",Y
264,w000265,"Theo,Chao",Y
265,w000266,"Burt,Wang",Y
266,w000267,"Donna,Shen",Y
267,w000268,"Dwight,Yang",Y
268,w000269,"Barnaby,Yang",Y
269,w000270,"Joshua,Li",Y
270,w000271,"Abraham,Hsu",Y
271,w000272,"Ralph,Hsu",Y
272,w000273,"Nova,Lu",Y
273,w000274,"Eric,Wang",Y
274,w000275,"Carmen,Wu",Y
275,w000276,"Dave,Shen",Y
276,w000277,"Amy,Hsu",Y
277,w000278,"Abner,Lu",Y
278,w000279,"Doug,Yang",Y
279,w000280,"Christian,Chen",Y
280,w000281,"Gene,Shen",Y
281,w000282,"Sophia,Shen",Y
282,w000283,"Olympia,Wang",Y
283,w000284,"Otto,Li",Y
284,w000285,"Steve,Chen",Y
285,w000286,"Dirk,Yang",Y
286,w000287,"Aurora,Wu",Y
287,w000288,"Nahum,Hsu",Y
288,w000289,"Allen,Shen",Y
289,w000290,"Olive,Wu",Y
290,w000291,"Darren,Cheng",Y
291,w000292,"Allen,Chu",Y
292,w000293,"Olympia,Hsu",Y
293,w000294,"Bert,Shen",Y
294,w000295,"Dermot,Chang",Y
295,w000296,"Burt,Wu",Y
296,w000297,"Abel,Cheng",Y
297,w000298,"Bert,Li",Y
298,w000299,"Don,Li",Y
299,w000300,"Nell,Wang",Y
300,w000301,"Clyde,Shen",Y
301,w000302,"Penny,Yang",Y
302,w000303,"Chloe,Shen",Y
303,w000304,"Hector,Chu",Y
304,w000305,"Clarence,Chen",Y
305,w000306,"Russell,Cheng",Y
306,w000307,"Bernard,Li",Y
307,w000308,"Helen,Chen",Y
308,w000309,"Doris,Hsu",Y
309,w000310,"Elaine,Li",Y
310,w000311,"Derek,Chen",Y
311,w000312,"Bradford,Chang",Y
312,w000313,"Jackie,Lu",Y
313,w000314,"Deb,Chu",Y
314,w000315,"Olive,Hsu",Y
315,w000316,"Aileen,Lu",Y
316,w000317,"Tricia,Wang",Y
317,w000318,"Eric,Li",Y
318,w000319,"Edna,Shen",Y
319,w000320,"Cliff,Wang",Y
320,w000321,"Bid,Hsu",Y
321,w000322,"Theo,Chang",Y
322,w000323,"Carmen,Yang",Y
323,w000324,"Bobby,Lu",Y
324,w000325,"Amy,Wu",Y
325,w000326,"Bert,Wu",Y
326,w000327,"Hugh,Wu",Y
327,w000328,"Joe,Wang",Y
328,w000329,"Cyril,Shen",Y
329,w000330,"Edna,Wang",Y
330,w000331,"William,Cheng",Y
331,w000332,"Jackie,Yang",Y
332,w000333,"Derek,Hsu",Y
333,w000334,"Russell,Wu",Y
334,w000335,"Darren,Chang",Y
335,w000336,"Jeremy,Chen",Y
336,w000337,"Craig,Chou",Y
337,w000338,"Carmen,Chen",Y
338,w000339,"Nell,Li",Y
339,w000340,"Cora,Wang",Y
340,w000341,"Allen,Chang",Y
341,w000342,"Marshall,Wang",Y
342,w000343,"Flo,Chen",Y
343,w000344,"Rick,Wu",Y
344,w000345,"Sue,Chu",Y
345,w000346,"Libby,Hsu",Y
346,w000347,"Eleanora,Hsu",Y
347,w000348,"Amy,Chu",Y
348,w000349,"Eli,Hsu",Y
349,w000350,"Abner,Hsu",Y
350,w000351,"Cliff,Chao",Y
351,w000352,"Dominic,Hsu",Y
352,w000353,"Baldwin,Chao",Y
353,w000354,"Baldwin,Hsu",Y
354,w000355,"Edward,Wu",Y
355,w000356,"Ross,Hsu",Y
356,w000357,"Jed,Wang",Y
357,w000358,"Derek,Chen",Y
358,w000359,"Freda,Wang",Y
359,w000360,"Ella,Cheng",Y
360,w000361,"Helen,Chao",Y
361,w000362,"Dave,Lu",Y
362,w000363,"Larry,Chang",Y
363,w000364,"Ralph,Hsu",Y
364,w000365,"Bruce,Hsu",Y
365,w000366,"Bonny,Chou",Y
366,w000367,"Kathy,Chou",Y
367,w000368,"Daniel,Chen",Y
368,w000369,"Joshua,Chang",Y
369,w000370,"Alexis,Shen",Y
370,w000371,"Steve,Chang",Y
371,w000372,"Derek,Chou",Y
372,w000373,"Hector,Chen",Y
373,w000374,"Joe,Chang",Y
374,w000375,"Don,Yang",Y
375,w000376,"Bernard,Wang",Y
376,w000377,"Adrian,Hsu",Y
377,w000378,"Gene,Chen",Y
378,w000379,"Alexis,Hsu",Y
379,w000380,"Edgar,Wu",Y
380,w000381,"Abel,Chang",Y
381,w000382,"Kristen,Chou",Y
382,w000383,"Olive,Chou",Y
383,w000384,"Craig,Chao",Y
384,w000385,"Clive,Chang",Y
385,w000386,"Micky,Wu",Y
386,w000387,"Gene,Shen",Y
387,w000388,"Carlton,Yang",Y
388,w000389,"Elsa,Chen",Y
389,w000390,"Edgar,Hsu",Y
390,w000391,"Bonny,Shen",Y
391,w000392,"Ed,Shen",Y
392,w000393,"Jeremy,Chou",Y
393,w000394,"Emma,Hsu",Y
394,w000395,"Marshall,Chou",Y
395,w000396,"Ralph,Li",Y
396,w000397,"Olympia,Chen",Y
397,w000398,"Charles,Chen",Y
398,w000399,"Jackie,Hsu",Y
399,w000400,"Katharine,Wang",Y
400,w000401,"Clark,Wang",Y
401,w000402,"Gwen,Chen",Y
402,w000403,"Roy,Wang",Y
403,w000404,"Kent,Chou",Y
404,w000405,"Kit,Chen",Y
405,w000406,"Constant,Chao",Y
406,w000407,"Alden,Chou",Y
407,w000408,"Carlton,Hsu",Y
408,w000409,"Doug,Chu",Y
409,w000410,"Natalie,Chang",Y
410,w000411,"Allen,Hsu",Y
411,w000412,"Emma,Hsu",Y
412,w000413,"Laban,Chen",Y
413,w000414,"Craig,Chou",Y
414,w000415,"Kent,Chang",Y
415,w000416,"Eli,Shen",Y
416,w000417,"Dennis,Lu",Y
417,w000418,"Cyril,Chou",Y
418,w000419,"Bobby,Hsu",Y
419,w000420,"Robert,Wang",Y
420,w000421,"Bernard,Chou",Y
421,w000422,"Trudie,Shen",Y
422,w000423,"Darren,Chou",Y
423,w000424,"William,Shen",Y
424,w000425,"Dottie,Wang",Y
425,w000426,"Nell,Hsu",Y
426,w000427,"Chloe,Li",Y
427,w000428,"Aileen,Chou",Y
428,w000429,"Jackie,Chang",Y
429,w000430,"Sal,Chu",Y
430,w000431,"Cyril,Chao",Y
431,w000432,"Steve,Hsu",Y
432,w000433,"Cyril,Wang",Y
433,w000434,"Constant,Li",Y
434,w000435,"Libby,Chou",Y
435,w000436,"Robert,Chang",Y
436,w000437,"Clark,Chu",Y
437,w000438,"Constant,Wu",Y
438,w000439,"Emma,Wang",Y
439,w000440,"Morgan,Chou",Y
440,w000441,"Eric,Chen",Y
441,w000442,"Adolf,Wang",Y
442,w000443,"Craig,Li",Y
443,w000444,"Nelson,Chen",Y
444,w000445,"Rob,Chang",Y
445,w000446,"Bert,Wang",Y
446,w000447,"Leo,Chou",Y
447,w000448,"Kent,Chang",Y
448,w000449,"Anna,Chang",Y
449,w000450,"Linnea,Chao",Y
450,w000451,"Deb,Chang",Y
451,w000452,"Colin,Wang",Y
452,w000453,"Edward,Chou",Y
453,w000454,"Daniel,Shen",Y
454,w000455,"Abraham,Hsu",Y
455,w000456,"Emma,Chou",Y
456,w000457,"Olive,Chao",Y
457,w000458,"Kit,Chang",Y
458,w000459,"Ed,Wang",Y
459,w000460,"Maud,Shen",Y
460,w000461,"Cora,Chao",Y
461,w000462,"Derek,Chen",Y
462,w000463,"Ira,Yang",Y
463,w000464,"Ross,Chou",Y
464,w000465,"Christine,Li",Y
465,w000466,"Rick,Wu",Y
466,w000467,"Christian,Chou",Y
467,w000468,"Joshua,Wang",Y
468,w000469,"Freda,Wu",Y
469,w000470,"Clive,Lu",Y
470,w000471,"Abel,Wu",Y
471,w000472,"Bonny,Wang",Y
472,w000473,"Dottie,Hsu",Y
473,w000474,"Linnea,Li",Y
474,w000475,"Danny,Li",Y
475,w000476,"Carlton,Wu",Y
476,w000477,"Bernard,Li",Y
477,w000478,"Dermot,Shen",Y
478,w000479,"Ralph,Wang",Y
479,w000480,"Constant,Wu",Y
480,w000481,"Carmen,Yang",Y
481,w000482,"Cora,Li",Y
482,w000483,"Dick,Li",Y
483,w000484,"Carlton,Chang",Y
484,w000485,"Nahum,Chou",Y
485,w000486,"Caesar,Wang",Y
486,w000487,"Edgar,Yang",Y
487,w000488,"Clarence,Hsu",Y
488,w000489,"Ella,Wu",Y
489,w000490,"Emma,Wu",Y
490,w000491,"Bernard,Chao",Y
491,w000492,"Willa,Hsu",Y
492,w000493,"Alanna,Wu",Y
493,w000494,"Ivy,Cheng",Y
494,w000495,"Skylar,Chou",Y
495,w000496,"Jed,Chang",Y
496,w000497,"Eric,Yang",Y
497,w000498,"Bernard,Wang",Y
498,w000499,"Charles,Lu",Y
499,w000500,"Adolf,Chen",Y
500,w000501,"Millie,Li",Y
501,w000502,"Constant,Cheng",Y
502,w000503,"Dan,Chao",Y
503,w000504,"Clive,Chu",Y
504,w000505,"Craig,Wang",Y
505,w000506,"Katharine,Wang",Y
506,w000507,"Nell,Li",Y
507,w000508,"Dexter,Chen",Y
508,w000509,"Russell,Chang",Y
509,w000510,"Dennis,Hsu",Y
510,w000511,"Steve,Yang",Y
511,w000512,"Dan,Chen",Y
512,w000513,"Elsa,Cheng",Y
513,w000514,"Abel,Chen",Y
514,w000515,"Carmen,Hsu",Y
515,w000516,"Dominic,Lu",Y
516,w000517,"Darren,Chou",Y
517,w000518,"Nova,Cheng",Y
518,w000519,"Baldwin,Wu",Y
519,w000520,"Craig,Li",Y
520,w000521,"Penny,Wu",Y
521,w000522,"Dennis,Wang",Y
522,w000523,"Alden,Hsu",Y
523,w000524,"Kay,Shen",Y
524,w000525,"Max,Cheng",Y
525,w000526,"Olive,Hsu",Y
526,w000527,"Basil,Hsu",Y
527,w000528,"Daniel,Chu",Y
528,w000529,"Abel,Li",Y
529,w000530,"Randy,Chou",Y
530,w000531,"Will,Shen",Y
531,w000532,"Napoleon,Lu",Y
532,w000533,"Andy,Yang",Y
533,w000534,"Craig,Chen",Y
534,w000535,"Emma,Chen",Y
535,w000536,"Chloe,Chang",Y
536,w000537,"Jeremy,Chang",Y
537,w000538,"Jessica,Cheng",Y
538,w000539,"Russell,Wang",Y
539,w000540,"Ralph,Wang",Y
540,w000541,"Eleanora,Lu",Y
541,w000542,"Larry,Chou",Y
542,w000543,"Clark,Chou",Y
543,w000544,"Lou,Wu",Y
544,w000545,"Calvin,Hsu",Y
545,w000546,"Irwin,Li",Y
546,w000547,"Van,Chou",Y
547,w000548,"Robert,Yang",Y
548,w000549,"Ella,Wang",Y
549,w000550,"Andy,Wang",Y
550,w000551,"Glen,Shen",Y
551,w000552,"Edith,Chang",Y
552,w000553,"Charles,Wu",Y
553,w000554,"Kathy,Chen",Y
554,w000555,"Colin,Wang",Y
555,w000556,"Dennis,Li",Y
556,w000557,"Alden,Chou",Y
557,w000558,"Cleo,Wang",Y
558,w000559,"Caesar,Chang",Y
559,w000560,"Leo,Wang",Y
560,w000561,"Cyril,Lu",Y
561,w000562,"Micky,Chou",Y
562,w000563,"Aileen,Li",Y
563,w000564,"Willy,Wu",Y
564,w000565,"Freda,Li",Y
565,w000566,"Jennifer,Chou",Y
566,w000567,"Bruce,Wang",Y
567,w000568,"Clive,Chou",Y
568,w000569,"Sophia,Chu",Y
569,w000570,"Bobby,Chou",Y
570,w000571,"Cleo,Chou",Y
571,w000572,"Jennifer,Wang",Y
572,w000573,"Edna,Chen",Y
573,w000574,"Robert,Li",Y
574,w000575,"Basil,Hsu",Y
575,w000576,"Babs,Chang",Y
576,w000577,"Mia,Hsu",Y
577,w000578,"Roy,Wu",Y
578,w000579,"Burt,Shen",Y
579,w000580,"Ross,Wu",Y
580,w000581,"Anna,Cheng",Y
581,w000582,"Bobby,Wu",Y
582,w000583,"Randy,Wu",Y
583,w000584,"Lou,Wang",Y
584,w000585,"Maria,Chang",Y
585,w000586,"Edna,Chen",Y
586,w000587,"George,Lu",Y
587,w000588,"Louis,Wu",Y
588,w000589,"Jed,Chen",Y
589,w000590,"Ira,Wu",Y
590,w000591,"Alanna,Li",Y
591,w000592,"Laban,Chou",Y
592,w000593,"Deb,Wang",Y
593,w000594,"Daphne,Wang",Y
594,w000595,"Edith,Hsu",Y
595,w000596,"Terence,Shen",Y
596,w000597,"Penny,Li",Y
597,w000598,"Skylar,Chao",Y
598,w000599,"Eva,Wu",Y
599,w000600,"Danny,Li",Y
600,w000601,"Willa,Li",Y
601,w000602,"Cliff,Lu",Y
602,w000603,"Bert,Wu",Y
603,w000604,"Adrian,Chen",Y
604,w000605,"Sal,Chou",Y
605,w000606,"Ivy,Li",Y
606,w000607,"Freda,Chu",Y
607,w000608,"Kent,Wu",Y
608,w000609,"Hugh,Chang",Y
609,w000610,"Ivy,Chou",Y
610,w000611,"Brian,Lu",Y
611,w000612,"Edward,Wang",Y
612,w000613,"Joshua,Chen",Y
613,w000614,"Millie,Wu",Y
614,w000615,"Clarence,Chou",Y
615,w000616,"Millie,Hsu",Y
616,w000617,"Adolf,Shen",Y
617,w000618,"Gene,Li",Y
618,w000619,"Deb,Chang",Y
619,w000620,"Darren,Shen",Y
620,w000621,"Daphne,Wu",Y
621,w000622,"Alexis,Hsu",Y
622,w000623,"Dominic,Wu",Y
623,w000624,"Bernard,Wu",Y
624,w000625,"Millie,Cheng",Y
625,w000626,"Natalie,Chen",Y
626,w000627,"Lou,Chang",Y
627,w000628,"Sophia,Yang",Y
628,w000629,"Charles,Wu",Y
629,w000630,"Daphne,Wu",Y
630,w000631,"Reese,Hsu",Y
631,w000632,"Christian,Chen",Y
632,w000633,"Brian,Hsu",Y
633,w000634,"Natalie,Wu",Y
634,w000635,"Libby,Shen",Y
635,w000636,"Miles,Chu",Y
636,w000637,"Bob,Chou",Y
637,w000638,"Elva,Chou",Y
638,w000639,"Emma,Chen",Y
639,w000640,"Craig,Chen",Y
640,w000641,"Dick,Wu",Y
641,w000642,"Jennifer,Chang",Y
642,w000643,"Carlton,Chou",Y
643,w000644,"Colin,Wu",Y
644,w000645,"Laban,Wu",Y
645,w000646,"Elsa,Chou",Y
646,w000647,"Joanna,Cheng",Y
647,w000648,"Leo,Wu",Y
648,w000649,"Olive,Wu",Y
649,w000650,"Dave,Chang",Y
650,w000651,"Edna,Chu",Y
651,w000652,"Clyde,Wang",Y
652,w000653,"Bruce,Shen",Y
653,w000654,"Babs,Wang",Y
654,w000655,"George,Shen",Y
655,w000656,"Bert,Chu",Y
656,w000657,"Errol,Wang",Y
657,w000658,"Edward,Shen",Y
658,w000659,"Eugene,Cheng",Y
659,w000660,"Marshall,Chu",Y
660,w000661,"Clarence,Chen",Y
661,w000662,"Anna,Wu",Y
662,w000663,"Constant,Chu",Y
663,w000664,"Natalie,Hsu",Y
664,w000665,"Leo,Wang",Y
665,w000666,"Maud,Lu",Y
666,w000667,"Sal,Chang",Y
667,w000668,"Sophia,Wu",Y
668,w000669,"Nahum,Wu",Y
669,w000670,"Nell,Chen",Y
670,w000671,"Penny,Chen",Y
671,w000672,"Derek,Wu",Y
672,w000673,"Jed,Wu",Y
673,w000674,"Gillian,Li",Y
674,w000675,"Brian,Shen",Y
675,w000676,"Leo,Shen",Y
676,w000677,"Derek,Hsu",Y
677,w000678,"Caesar,Wu",Y
678,w000679,"Larry,Wu",Y
679,w000680,"Bert,Chao",Y
680,w000681,"Morgan,Li",Y
681,w000682,"Caesar,Yang",Y
682,w000683,"Deb,Wang",Y
683,w000684,"Eli,Wang",Y
684,w000685,"Daphne,Chu",Y
685,w000686,"Eli,Hsu",Y
686,w000687,"Ivy,Chao",Y
687,w000688,"Hector,Chu",Y
688,w000689,"Willy,Lu",Y
689,w000690,"Laban,Chen",Y
690,w000691,"Willa,Wang",Y
691,w000692,"Clyde,Chang",Y
692,w000693,"Rob,Li",Y
693,w000694,"Sue,Chen",Y
694,w000695,"Hugh,Shen",Y
695,w000696,"Marshall,Chang",Y
696,w000697,"Doris,Hsu",Y
697,w000698,"Max,Chang",Y
698,w000699,"Eva,Chang",Y
699,w000700,"Deb,Chou",Y
700,w000701,"Marshall,Wang",Y
701,w000702,"Freda,Li",Y
702,w000703,"Clarence,Shen",Y
703,w000704,"Sophia,Wu",Y
704,w000705,"Jennifer,Wu",Y
705,w000706,"Dominic,Shen",Y
706,w000707,"Nell,Chang",Y
707,w000708,"Dermot,Wu",Y
708,w000709,"Nell,Shen",Y
709,w000710,"Nahum,Wu",Y
710,w000711,"Elva,Shen",Y
711,w000712,"Linnea,Wu",Y
712,w000713,"Clarence,Cheng",Y
713,w000714,"Reese,Chang",Y
714,w000715,"Dennis,Hsu",Y
715,w000716,"Daniel,Chao",Y
716,w000717,"Bonny,Chu",Y
717,w000718,"Bradford,Wang",Y
718,w000719,"Rob,Chen",Y
719,w000720,"William,Chou",Y
720,w000721,"Clive,Chen",Y
721,w000722,"Mia,Cheng",Y
722,w000723,"Anna,Cheng",Y
723,w000724,"Errol,Li",Y
724,w000725,"Katharine,Chou",Y
725,w000726,"Leo,Wang",Y
726,w000727,"Nell,Hsu",Y
727,w000728,"Doris,Shen",Y
728,w000729,"Christian,Chu",Y
729,w000730,"Freda,Li",Y
730,w000731,"Eva,Wang",Y
731,w000732,"Christian,Wu",Y
732,w000733,"Will,Li",Y
733,w000734,"Calvin,Shen",Y
734,w000735,"Irwin,Chang",Y
735,w000736,"Constant,Chou",Y
736,w000737,"Kent,Hsu",Y
737,w000738,"Tricia,Hsu",Y
738,w000739,"Barnaby,Chou",Y
739,w000740,"Jeremy,Shen",Y
740,w000741,"Eli,Chu",Y
741,w000742,"Baldwin,Chu",Y
742,w000743,"Edgar,Lu",Y
743,w000744,"Reese,Chang",Y
744,w000745,"Alden,Yang",Y
745,w000746,"Clyde,Wang",Y
746,w000747,"Kent,Chou",Y
747,w000748,"Emma,Chang",Y
748,w000749,"Kay,Li",Y
749,w000750,"Abraham,Wu",Y
750,w000751,"Andy,Li",Y
751,w000752,"Eleanora,Wu",Y
752,w000753,"Nancy,Wu",Y
753,w000754,"Barnaby,Wang",Y
754,w000755,"Eleanora,Chou",Y
755,w000756,"Marshall,Wu",Y
756,w000757,"Kent,Cheng",Y
